date,pressure_level,number,vortex_strength,month,winter,year
1975-01-01,10.0,0,27.17682,1,winter_1974_1975,1975
1975-01-02,10.0,0,19.799696,1,winter_1974_1975,1975
1975-01-03,10.0,0,18.212234,1,winter_1974_1975,1975
1975-01-04,10.0,0,15.769155,1,winter_1974_1975,1975
1975-01-05,10.0,0,15.129872,1,winter_1974_1975,1975
1975-01-06,10.0,0,14.061036,1,winter_1974_1975,1975
1975-01-07,10.0,0,14.20018,1,winter_1974_1975,1975
1975-01-08,10.0,0,14.891868,1,winter_1974_1975,1975
1975-01-09,10.0,0,14.259356,1,winter_1974_1975,1975
1975-01-10,10.0,0,18.877945,1,winter_1974_1975,1975
1975-01-11,10.0,0,18.055437,1,winter_1974_1975,1975
1975-01-12,10.0,0,21.34932,1,winter_1974_1975,1975
1975-01-13,10.0,0,21.003206,1,winter_1974_1975,1975
1975-01-14,10.0,0,21.273994,1,winter_1974_1975,1975
1975-01-15,10.0,0,23.3279,1,winter_1974_1975,1975
1975-01-16,10.0,0,23.108316,1,winter_1974_1975,1975
1975-01-17,10.0,0,21.102743,1,winter_1974_1975,1975
1975-01-18,10.0,0,18.766024,1,winter_1974_1975,1975
1975-01-19,10.0,0,16.703348,1,winter_1974_1975,1975
1975-01-20,10.0,0,14.786458,1,winter_1974_1975,1975
1975-01-21,10.0,0,15.364863,1,winter_1974_1975,1975
1975-01-22,10.0,0,15.037375,1,winter_1974_1975,1975
1975-01-23,10.0,0,13.181256,1,winter_1974_1975,1975
1975-01-24,10.0,0,16.05421,1,winter_1974_1975,1975
1975-01-25,10.0,0,17.20234,1,winter_1974_1975,1975
1975-01-26,10.0,0,18.974869,1,winter_1974_1975,1975
1975-01-27,10.0,0,21.386003,1,winter_1974_1975,1975
1975-01-28,10.0,0,20.993399,1,winter_1974_1975,1975
1975-01-29,10.0,0,22.286144,1,winter_1974_1975,1975
1975-01-30,10.0,0,23.633684,1,winter_1974_1975,1975
1975-01-31,10.0,0,25.288511,1,winter_1974_1975,1975
1975-02-01,10.0,0,26.707731,2,winter_1974_1975,1975
1975-02-02,10.0,0,25.462849,2,winter_1974_1975,1975
1975-02-03,10.0,0,21.939127,2,winter_1974_1975,1975
1975-02-04,10.0,0,16.41347,2,winter_1974_1975,1975
1975-02-05,10.0,0,11.941347,2,winter_1974_1975,1975
1975-02-06,10.0,0,11.62258,2,winter_1974_1975,1975
1975-02-07,10.0,0,13.638377,2,winter_1974_1975,1975
1975-02-08,10.0,0,16.784075,2,winter_1974_1975,1975
1975-02-09,10.0,0,18.320026,2,winter_1974_1975,1975
1975-02-10,10.0,0,18.37868,2,winter_1974_1975,1975
1975-02-11,10.0,0,20.921196,2,winter_1974_1975,1975
1975-02-12,10.0,0,22.297771,2,winter_1974_1975,1975
1975-02-13,10.0,0,22.02896,2,winter_1974_1975,1975
1975-02-14,10.0,0,22.612085,2,winter_1974_1975,1975
1975-02-15,10.0,0,26.833435,2,winter_1974_1975,1975
1975-02-16,10.0,0,30.66443,2,winter_1974_1975,1975
1975-02-17,10.0,0,32.01733,2,winter_1974_1975,1975
1975-02-18,10.0,0,32.746086,2,winter_1974_1975,1975
1975-02-19,10.0,0,33.791172,2,winter_1974_1975,1975
1975-02-20,10.0,0,35.13043,2,winter_1974_1975,1975
1975-02-21,10.0,0,34.832855,2,winter_1974_1975,1975
1975-02-22,10.0,0,34.429806,2,winter_1974_1975,1975
1975-02-23,10.0,0,32.879875,2,winter_1974_1975,1975
1975-02-24,10.0,0,31.374788,2,winter_1974_1975,1975
1975-02-25,10.0,0,30.642277,2,winter_1974_1975,1975
1975-02-26,10.0,0,26.634033,2,winter_1974_1975,1975
1975-02-27,10.0,0,21.245726,2,winter_1974_1975,1975
1975-02-28,10.0,0,18.011623,2,winter_1974_1975,1975
1975-03-01,10.0,0,15.242126,3,winter_1974_1975,1975
1975-03-02,10.0,0,12.782569,3,winter_1974_1975,1975
1975-03-03,10.0,0,12.656203,3,winter_1974_1975,1975
1975-03-04,10.0,0,13.876531,3,winter_1974_1975,1975
1975-03-05,10.0,0,16.20381,3,winter_1974_1975,1975
1975-03-06,10.0,0,16.426756,3,winter_1974_1975,1975
1975-03-07,10.0,0,14.572804,3,winter_1974_1975,1975
1975-03-08,10.0,0,11.531573,3,winter_1974_1975,1975
1975-03-09,10.0,0,9.926914,3,winter_1974_1975,1975
1975-03-10,10.0,0,10.74452,3,winter_1974_1975,1975
1975-03-11,10.0,0,10.672892,3,winter_1974_1975,1975
1975-03-12,10.0,0,8.579639,3,winter_1974_1975,1975
1975-03-13,10.0,0,5.9801817,3,winter_1974_1975,1975
1975-03-14,10.0,0,4.4469213,3,winter_1974_1975,1975
1975-03-15,10.0,0,3.0010471,3,winter_1974_1975,1975
1975-03-16,10.0,0,0.09874638,3,winter_1974_1975,1975
1975-03-17,10.0,0,-0.6163314,3,winter_1974_1975,1975
1975-03-18,10.0,0,-5.682742,3,winter_1974_1975,1975
1975-03-19,10.0,0,-10.613972,3,winter_1974_1975,1975
1975-03-20,10.0,0,-13.18656,3,winter_1974_1975,1975
1975-03-21,10.0,0,-14.280195,3,winter_1974_1975,1975
1975-03-22,10.0,0,-13.1840105,3,winter_1974_1975,1975
1975-03-23,10.0,0,-11.078951,3,winter_1974_1975,1975
1975-03-24,10.0,0,-7.5555315,3,winter_1974_1975,1975
1975-03-25,10.0,0,-5.961872,3,winter_1974_1975,1975
1975-03-26,10.0,0,-6.8887844,3,winter_1974_1975,1975
1975-03-27,10.0,0,-8.718073,3,winter_1974_1975,1975
1975-03-28,10.0,0,-9.718138,3,winter_1974_1975,1975
1975-03-29,10.0,0,-11.207408,3,winter_1974_1975,1975
1975-03-30,10.0,0,-12.760917,3,winter_1974_1975,1975
1975-03-31,10.0,0,-13.2256,3,winter_1974_1975,1975
1975-11-01,10.0,0,28.50765,11,winter_1975_1976,1975
1975-11-02,10.0,0,31.119562,11,winter_1975_1976,1975
1975-11-03,10.0,0,32.414497,11,winter_1975_1976,1975
1975-11-04,10.0,0,32.89734,11,winter_1975_1976,1975
1975-11-05,10.0,0,32.49592,11,winter_1975_1976,1975
1975-11-06,10.0,0,32.365307,11,winter_1975_1976,1975
1975-11-07,10.0,0,32.113297,11,winter_1975_1976,1975
1975-11-08,10.0,0,32.05428,11,winter_1975_1976,1975
1975-11-09,10.0,0,32.16886,11,winter_1975_1976,1975
1975-11-10,10.0,0,32.59819,11,winter_1975_1976,1975
1975-11-11,10.0,0,32.261864,11,winter_1975_1976,1975
1975-11-12,10.0,0,31.704222,11,winter_1975_1976,1975
1975-11-13,10.0,0,32.342667,11,winter_1975_1976,1975
1975-11-14,10.0,0,34.838917,11,winter_1975_1976,1975
1975-11-15,10.0,0,38.391907,11,winter_1975_1976,1975
1975-11-16,10.0,0,41.129234,11,winter_1975_1976,1975
1975-11-17,10.0,0,39.54287,11,winter_1975_1976,1975
1975-11-18,10.0,0,38.714787,11,winter_1975_1976,1975
1975-11-19,10.0,0,37.15106,11,winter_1975_1976,1975
1975-11-20,10.0,0,33.7685,11,winter_1975_1976,1975
1975-11-21,10.0,0,32.789627,11,winter_1975_1976,1975
1975-11-22,10.0,0,34.58737,11,winter_1975_1976,1975
1975-11-23,10.0,0,34.503555,11,winter_1975_1976,1975
1975-11-24,10.0,0,32.93406,11,winter_1975_1976,1975
1975-11-25,10.0,0,29.802778,11,winter_1975_1976,1975
1975-11-26,10.0,0,26.602615,11,winter_1975_1976,1975
1975-11-27,10.0,0,25.650715,11,winter_1975_1976,1975
1975-11-28,10.0,0,27.170444,11,winter_1975_1976,1975
1975-11-29,10.0,0,28.519102,11,winter_1975_1976,1975
1975-11-30,10.0,0,29.804028,11,winter_1975_1976,1975
1975-12-01,10.0,0,31.777422,12,winter_1975_1976,1975
1975-12-02,10.0,0,34.55087,12,winter_1975_1976,1975
1975-12-03,10.0,0,37.36999,12,winter_1975_1976,1975
1975-12-04,10.0,0,40.701576,12,winter_1975_1976,1975
1975-12-05,10.0,0,43.281242,12,winter_1975_1976,1975
1975-12-06,10.0,0,45.834644,12,winter_1975_1976,1975
1975-12-07,10.0,0,44.948093,12,winter_1975_1976,1975
1975-12-08,10.0,0,43.92954,12,winter_1975_1976,1975
1975-12-09,10.0,0,43.557617,12,winter_1975_1976,1975
1975-12-10,10.0,0,44.913254,12,winter_1975_1976,1975
1975-12-11,10.0,0,45.64796,12,winter_1975_1976,1975
1975-12-12,10.0,0,47.77298,12,winter_1975_1976,1975
1975-12-13,10.0,0,47.385693,12,winter_1975_1976,1975
1975-12-14,10.0,0,46.643673,12,winter_1975_1976,1975
1975-12-15,10.0,0,45.654903,12,winter_1975_1976,1975
1975-12-16,10.0,0,47.280506,12,winter_1975_1976,1975
1975-12-17,10.0,0,49.463123,12,winter_1975_1976,1975
1975-12-18,10.0,0,50.462166,12,winter_1975_1976,1975
1975-12-19,10.0,0,50.615017,12,winter_1975_1976,1975
1975-12-20,10.0,0,53.243576,12,winter_1975_1976,1975
1975-12-21,10.0,0,53.5469,12,winter_1975_1976,1975
1975-12-22,10.0,0,52.95805,12,winter_1975_1976,1975
1975-12-23,10.0,0,51.62301,12,winter_1975_1976,1975
1975-12-24,10.0,0,51.722492,12,winter_1975_1976,1975
1975-12-25,10.0,0,51.541462,12,winter_1975_1976,1975
1975-12-26,10.0,0,51.460503,12,winter_1975_1976,1975
1975-12-27,10.0,0,52.209892,12,winter_1975_1976,1975
1975-12-28,10.0,0,48.801163,12,winter_1975_1976,1975
1975-12-29,10.0,0,48.010544,12,winter_1975_1976,1975
1975-12-30,10.0,0,48.041668,12,winter_1975_1976,1975
1975-12-31,10.0,0,48.15857,12,winter_1975_1976,1975
1976-01-01,10.0,0,47.351738,1,winter_1975_1976,1976
1976-01-02,10.0,0,46.679527,1,winter_1975_1976,1976
1976-01-03,10.0,0,49.64502,1,winter_1975_1976,1976
1976-01-04,10.0,0,50.01233,1,winter_1975_1976,1976
1976-01-05,10.0,0,51.017277,1,winter_1975_1976,1976
1976-01-06,10.0,0,52.224316,1,winter_1975_1976,1976
1976-01-07,10.0,0,51.06371,1,winter_1975_1976,1976
1976-01-08,10.0,0,50.212135,1,winter_1975_1976,1976
1976-01-09,10.0,0,54.091587,1,winter_1975_1976,1976
1976-01-10,10.0,0,59.085194,1,winter_1975_1976,1976
1976-01-11,10.0,0,60.68424,1,winter_1975_1976,1976
1976-01-12,10.0,0,58.711685,1,winter_1975_1976,1976
1976-01-13,10.0,0,56.833927,1,winter_1975_1976,1976
1976-01-14,10.0,0,52.939236,1,winter_1975_1976,1976
1976-01-15,10.0,0,51.918484,1,winter_1975_1976,1976
1976-01-16,10.0,0,51.714973,1,winter_1975_1976,1976
1976-01-17,10.0,0,52.582706,1,winter_1975_1976,1976
1976-01-18,10.0,0,52.545486,1,winter_1975_1976,1976
1976-01-19,10.0,0,50.08342,1,winter_1975_1976,1976
1976-01-20,10.0,0,48.710472,1,winter_1975_1976,1976
1976-01-21,10.0,0,47.747013,1,winter_1975_1976,1976
1976-01-22,10.0,0,47.081505,1,winter_1975_1976,1976
1976-01-23,10.0,0,45.07395,1,winter_1975_1976,1976
1976-01-24,10.0,0,43.774467,1,winter_1975_1976,1976
1976-01-25,10.0,0,48.740658,1,winter_1975_1976,1976
1976-01-26,10.0,0,53.499428,1,winter_1975_1976,1976
1976-01-27,10.0,0,53.474884,1,winter_1975_1976,1976
1976-01-28,10.0,0,53.38217,1,winter_1975_1976,1976
1976-01-29,10.0,0,51.259884,1,winter_1975_1976,1976
1976-01-30,10.0,0,54.8072,1,winter_1975_1976,1976
1976-01-31,10.0,0,53.11029,1,winter_1975_1976,1976
1976-02-01,10.0,0,46.159176,2,winter_1975_1976,1976
1976-02-02,10.0,0,43.477615,2,winter_1975_1976,1976
1976-02-03,10.0,0,42.159805,2,winter_1975_1976,1976
1976-02-04,10.0,0,43.033756,2,winter_1975_1976,1976
1976-02-05,10.0,0,47.04352,2,winter_1975_1976,1976
1976-02-06,10.0,0,55.63294,2,winter_1975_1976,1976
1976-02-07,10.0,0,53.227356,2,winter_1975_1976,1976
1976-02-08,10.0,0,49.19926,2,winter_1975_1976,1976
1976-02-09,10.0,0,42.948727,2,winter_1975_1976,1976
1976-02-10,10.0,0,41.71912,2,winter_1975_1976,1976
1976-02-11,10.0,0,43.03266,2,winter_1975_1976,1976
1976-02-12,10.0,0,48.014423,2,winter_1975_1976,1976
1976-02-13,10.0,0,54.212933,2,winter_1975_1976,1976
1976-02-14,10.0,0,51.872307,2,winter_1975_1976,1976
1976-02-15,10.0,0,48.48246,2,winter_1975_1976,1976
1976-02-16,10.0,0,45.01454,2,winter_1975_1976,1976
1976-02-17,10.0,0,43.214684,2,winter_1975_1976,1976
1976-02-18,10.0,0,46.162914,2,winter_1975_1976,1976
1976-02-19,10.0,0,49.785873,2,winter_1975_1976,1976
1976-02-20,10.0,0,54.379665,2,winter_1975_1976,1976
1976-02-21,10.0,0,52.87201,2,winter_1975_1976,1976
1976-02-22,10.0,0,49.047726,2,winter_1975_1976,1976
1976-02-23,10.0,0,43.563763,2,winter_1975_1976,1976
1976-02-24,10.0,0,40.28955,2,winter_1975_1976,1976
1976-02-25,10.0,0,38.438225,2,winter_1975_1976,1976
1976-02-26,10.0,0,37.866096,2,winter_1975_1976,1976
1976-02-27,10.0,0,39.868217,2,winter_1975_1976,1976
1976-02-28,10.0,0,42.47202,2,winter_1975_1976,1976
1976-02-29,10.0,0,39.55615,2,winter_1975_1976,1976
1976-03-01,10.0,0,35.631046,3,winter_1975_1976,1976
1976-03-02,10.0,0,31.723207,3,winter_1975_1976,1976
1976-03-03,10.0,0,28.934685,3,winter_1975_1976,1976
1976-03-04,10.0,0,32.93911,3,winter_1975_1976,1976
1976-03-05,10.0,0,36.396744,3,winter_1975_1976,1976
1976-03-06,10.0,0,34.265182,3,winter_1975_1976,1976
1976-03-07,10.0,0,37.025723,3,winter_1975_1976,1976
1976-03-08,10.0,0,41.716946,3,winter_1975_1976,1976
1976-03-09,10.0,0,42.68637,3,winter_1975_1976,1976
1976-03-10,10.0,0,34.741333,3,winter_1975_1976,1976
1976-03-11,10.0,0,27.594149,3,winter_1975_1976,1976
1976-03-12,10.0,0,27.474874,3,winter_1975_1976,1976
1976-03-13,10.0,0,24.691639,3,winter_1975_1976,1976
1976-03-14,10.0,0,24.85299,3,winter_1975_1976,1976
1976-03-15,10.0,0,25.73468,3,winter_1975_1976,1976
1976-03-16,10.0,0,24.355274,3,winter_1975_1976,1976
1976-03-17,10.0,0,23.27181,3,winter_1975_1976,1976
1976-03-18,10.0,0,22.434397,3,winter_1975_1976,1976
1976-03-19,10.0,0,25.721317,3,winter_1975_1976,1976
1976-03-20,10.0,0,27.366888,3,winter_1975_1976,1976
1976-03-21,10.0,0,25.243258,3,winter_1975_1976,1976
1976-03-22,10.0,0,24.649052,3,winter_1975_1976,1976
1976-03-23,10.0,0,26.39868,3,winter_1975_1976,1976
1976-03-24,10.0,0,24.777838,3,winter_1975_1976,1976
1976-03-25,10.0,0,19.872654,3,winter_1975_1976,1976
1976-03-26,10.0,0,15.993706,3,winter_1975_1976,1976
1976-03-27,10.0,0,14.714689,3,winter_1975_1976,1976
1976-03-28,10.0,0,11.805928,3,winter_1975_1976,1976
1976-03-29,10.0,0,5.528944,3,winter_1975_1976,1976
1976-03-30,10.0,0,-0.9819438,3,winter_1975_1976,1976
1976-03-31,10.0,0,-5.9326496,3,winter_1975_1976,1976
1976-11-01,10.0,0,29.710205,11,winter_1976_1977,1976
1976-11-02,10.0,0,30.198996,11,winter_1976_1977,1976
1976-11-03,10.0,0,30.388866,11,winter_1976_1977,1976
1976-11-04,10.0,0,30.294678,11,winter_1976_1977,1976
1976-11-05,10.0,0,28.41824,11,winter_1976_1977,1976
1976-11-06,10.0,0,26.882124,11,winter_1976_1977,1976
1976-11-07,10.0,0,24.80152,11,winter_1976_1977,1976
1976-11-08,10.0,0,21.489319,11,winter_1976_1977,1976
1976-11-09,10.0,0,18.089102,11,winter_1976_1977,1976
1976-11-10,10.0,0,15.974733,11,winter_1976_1977,1976
1976-11-11,10.0,0,15.09651,11,winter_1976_1977,1976
1976-11-12,10.0,0,16.291348,11,winter_1976_1977,1976
1976-11-13,10.0,0,18.571491,11,winter_1976_1977,1976
1976-11-14,10.0,0,19.315159,11,winter_1976_1977,1976
1976-11-15,10.0,0,18.050547,11,winter_1976_1977,1976
1976-11-16,10.0,0,16.725132,11,winter_1976_1977,1976
1976-11-17,10.0,0,14.193439,11,winter_1976_1977,1976
1976-11-18,10.0,0,12.559769,11,winter_1976_1977,1976
1976-11-19,10.0,0,11.57594,11,winter_1976_1977,1976
1976-11-20,10.0,0,10.844863,11,winter_1976_1977,1976
1976-11-21,10.0,0,8.825026,11,winter_1976_1977,1976
1976-11-22,10.0,0,6.26465,11,winter_1976_1977,1976
1976-11-23,10.0,0,4.09372,11,winter_1976_1977,1976
1976-11-24,10.0,0,5.1790867,11,winter_1976_1977,1976
1976-11-25,10.0,0,6.7212453,11,winter_1976_1977,1976
1976-11-26,10.0,0,10.452767,11,winter_1976_1977,1976
1976-11-27,10.0,0,12.806946,11,winter_1976_1977,1976
1976-11-28,10.0,0,13.710835,11,winter_1976_1977,1976
1976-11-29,10.0,0,14.825669,11,winter_1976_1977,1976
1976-11-30,10.0,0,16.410212,11,winter_1976_1977,1976
1976-12-01,10.0,0,19.494059,12,winter_1976_1977,1976
1976-12-02,10.0,0,24.503422,12,winter_1976_1977,1976
1976-12-03,10.0,0,27.441942,12,winter_1976_1977,1976
1976-12-04,10.0,0,30.053934,12,winter_1976_1977,1976
1976-12-05,10.0,0,33.680836,12,winter_1976_1977,1976
1976-12-06,10.0,0,39.034367,12,winter_1976_1977,1976
1976-12-07,10.0,0,41.51243,12,winter_1976_1977,1976
1976-12-08,10.0,0,40.002872,12,winter_1976_1977,1976
1976-12-09,10.0,0,35.645935,12,winter_1976_1977,1976
1976-12-10,10.0,0,33.270382,12,winter_1976_1977,1976
1976-12-11,10.0,0,29.971706,12,winter_1976_1977,1976
1976-12-12,10.0,0,27.41595,12,winter_1976_1977,1976
1976-12-13,10.0,0,25.274815,12,winter_1976_1977,1976
1976-12-14,10.0,0,26.647316,12,winter_1976_1977,1976
1976-12-15,10.0,0,27.262894,12,winter_1976_1977,1976
1976-12-16,10.0,0,29.999369,12,winter_1976_1977,1976
1976-12-17,10.0,0,28.53787,12,winter_1976_1977,1976
1976-12-18,10.0,0,23.487476,12,winter_1976_1977,1976
1976-12-19,10.0,0,19.984991,12,winter_1976_1977,1976
1976-12-20,10.0,0,15.625467,12,winter_1976_1977,1976
1976-12-21,10.0,0,12.03787,12,winter_1976_1977,1976
1976-12-22,10.0,0,8.058898,12,winter_1976_1977,1976
1976-12-23,10.0,0,6.13443,12,winter_1976_1977,1976
1976-12-24,10.0,0,3.416727,12,winter_1976_1977,1976
1976-12-25,10.0,0,2.8124597,12,winter_1976_1977,1976
1976-12-26,10.0,0,5.135352,12,winter_1976_1977,1976
1976-12-27,10.0,0,12.368138,12,winter_1976_1977,1976
1976-12-28,10.0,0,19.079035,12,winter_1976_1977,1976
1976-12-29,10.0,0,21.695032,12,winter_1976_1977,1976
1976-12-30,10.0,0,20.833588,12,winter_1976_1977,1976
1976-12-31,10.0,0,19.228659,12,winter_1976_1977,1976
1977-01-01,10.0,0,18.975357,1,winter_1976_1977,1977
1977-01-02,10.0,0,21.22121,1,winter_1976_1977,1977
1977-01-03,10.0,0,23.209164,1,winter_1976_1977,1977
1977-01-04,10.0,0,20.995771,1,winter_1976_1977,1977
1977-01-05,10.0,0,15.30871,1,winter_1976_1977,1977
1977-01-06,10.0,0,8.509074,1,winter_1976_1977,1977
1977-01-07,10.0,0,4.1343155,1,winter_1976_1977,1977
1977-01-08,10.0,0,1.6364369,1,winter_1976_1977,1977
1977-01-09,10.0,0,-1.3063239,1,winter_1976_1977,1977
1977-01-10,10.0,0,-2.3327866,1,winter_1976_1977,1977
1977-01-11,10.0,0,-2.023366,1,winter_1976_1977,1977
1977-01-12,10.0,0,-0.87795866,1,winter_1976_1977,1977
1977-01-13,10.0,0,-1.4047415,1,winter_1976_1977,1977
1977-01-14,10.0,0,-0.9751948,1,winter_1976_1977,1977
1977-01-15,10.0,0,0.7866005,1,winter_1976_1977,1977
1977-01-16,10.0,0,0.53772813,1,winter_1976_1977,1977
1977-01-17,10.0,0,-0.26689744,1,winter_1976_1977,1977
1977-01-18,10.0,0,1.3613706,1,winter_1976_1977,1977
1977-01-19,10.0,0,2.919268,1,winter_1976_1977,1977
1977-01-20,10.0,0,3.6072333,1,winter_1976_1977,1977
1977-01-21,10.0,0,4.2557716,1,winter_1976_1977,1977
1977-01-22,10.0,0,5.932852,1,winter_1976_1977,1977
1977-01-23,10.0,0,9.468461,1,winter_1976_1977,1977
1977-01-24,10.0,0,13.800809,1,winter_1976_1977,1977
1977-01-25,10.0,0,14.903504,1,winter_1976_1977,1977
1977-01-26,10.0,0,14.7830305,1,winter_1976_1977,1977
1977-01-27,10.0,0,15.603743,1,winter_1976_1977,1977
1977-01-28,10.0,0,14.675904,1,winter_1976_1977,1977
1977-01-29,10.0,0,14.356669,1,winter_1976_1977,1977
1977-01-30,10.0,0,15.303379,1,winter_1976_1977,1977
1977-01-31,10.0,0,16.681854,1,winter_1976_1977,1977
1977-02-01,10.0,0,16.301605,2,winter_1976_1977,1977
1977-02-02,10.0,0,16.142477,2,winter_1976_1977,1977
1977-02-03,10.0,0,18.178024,2,winter_1976_1977,1977
1977-02-04,10.0,0,20.76449,2,winter_1976_1977,1977
1977-02-05,10.0,0,22.705496,2,winter_1976_1977,1977
1977-02-06,10.0,0,24.735878,2,winter_1976_1977,1977
1977-02-07,10.0,0,26.219194,2,winter_1976_1977,1977
1977-02-08,10.0,0,27.31213,2,winter_1976_1977,1977
1977-02-09,10.0,0,28.61007,2,winter_1976_1977,1977
1977-02-10,10.0,0,30.510681,2,winter_1976_1977,1977
1977-02-11,10.0,0,31.909618,2,winter_1976_1977,1977
1977-02-12,10.0,0,32.79897,2,winter_1976_1977,1977
1977-02-13,10.0,0,34.091522,2,winter_1976_1977,1977
1977-02-14,10.0,0,34.565727,2,winter_1976_1977,1977
1977-02-15,10.0,0,33.589134,2,winter_1976_1977,1977
1977-02-16,10.0,0,33.437202,2,winter_1976_1977,1977
1977-02-17,10.0,0,33.14159,2,winter_1976_1977,1977
1977-02-18,10.0,0,32.64406,2,winter_1976_1977,1977
1977-02-19,10.0,0,31.124487,2,winter_1976_1977,1977
1977-02-20,10.0,0,28.760323,2,winter_1976_1977,1977
1977-02-21,10.0,0,26.495838,2,winter_1976_1977,1977
1977-02-22,10.0,0,25.579767,2,winter_1976_1977,1977
1977-02-23,10.0,0,24.465689,2,winter_1976_1977,1977
1977-02-24,10.0,0,23.520678,2,winter_1976_1977,1977
1977-02-25,10.0,0,22.607752,2,winter_1976_1977,1977
1977-02-26,10.0,0,20.471252,2,winter_1976_1977,1977
1977-02-27,10.0,0,19.250519,2,winter_1976_1977,1977
1977-02-28,10.0,0,20.031729,2,winter_1976_1977,1977
1977-03-01,10.0,0,21.45417,3,winter_1976_1977,1977
1977-03-02,10.0,0,21.873348,3,winter_1976_1977,1977
1977-03-03,10.0,0,24.937828,3,winter_1976_1977,1977
1977-03-04,10.0,0,25.220985,3,winter_1976_1977,1977
1977-03-05,10.0,0,23.774336,3,winter_1976_1977,1977
1977-03-06,10.0,0,22.8429,3,winter_1976_1977,1977
1977-03-07,10.0,0,22.31135,3,winter_1976_1977,1977
1977-03-08,10.0,0,22.487978,3,winter_1976_1977,1977
1977-03-09,10.0,0,22.375723,3,winter_1976_1977,1977
1977-03-10,10.0,0,20.594368,3,winter_1976_1977,1977
1977-03-11,10.0,0,18.496002,3,winter_1976_1977,1977
1977-03-12,10.0,0,15.530465,3,winter_1976_1977,1977
1977-03-13,10.0,0,13.347232,3,winter_1976_1977,1977
1977-03-14,10.0,0,12.525346,3,winter_1976_1977,1977
1977-03-15,10.0,0,13.1141815,3,winter_1976_1977,1977
1977-03-16,10.0,0,13.065476,3,winter_1976_1977,1977
1977-03-17,10.0,0,12.975349,3,winter_1976_1977,1977
1977-03-18,10.0,0,13.056129,3,winter_1976_1977,1977
1977-03-19,10.0,0,12.423694,3,winter_1976_1977,1977
1977-03-20,10.0,0,11.042901,3,winter_1976_1977,1977
1977-03-21,10.0,0,10.371048,3,winter_1976_1977,1977
1977-03-22,10.0,0,9.958405,3,winter_1976_1977,1977
1977-03-23,10.0,0,9.116222,3,winter_1976_1977,1977
1977-03-24,10.0,0,9.078478,3,winter_1976_1977,1977
1977-03-25,10.0,0,9.718515,3,winter_1976_1977,1977
1977-03-26,10.0,0,8.438258,3,winter_1976_1977,1977
1977-03-27,10.0,0,5.616581,3,winter_1976_1977,1977
1977-03-28,10.0,0,2.591059,3,winter_1976_1977,1977
1977-03-29,10.0,0,1.9032888,3,winter_1976_1977,1977
1977-03-30,10.0,0,1.1945413,3,winter_1976_1977,1977
1977-03-31,10.0,0,0.5605262,3,winter_1976_1977,1977
1977-11-01,10.0,0,17.909443,11,winter_1977_1978,1977
1977-11-02,10.0,0,18.930868,11,winter_1977_1978,1977
1977-11-03,10.0,0,19.634031,11,winter_1977_1978,1977
1977-11-04,10.0,0,18.684793,11,winter_1977_1978,1977
1977-11-05,10.0,0,18.79226,11,winter_1977_1978,1977
1977-11-06,10.0,0,18.408188,11,winter_1977_1978,1977
1977-11-07,10.0,0,17.899565,11,winter_1977_1978,1977
1977-11-08,10.0,0,18.937628,11,winter_1977_1978,1977
1977-11-09,10.0,0,19.019768,11,winter_1977_1978,1977
1977-11-10,10.0,0,17.498302,11,winter_1977_1978,1977
1977-11-11,10.0,0,16.68426,11,winter_1977_1978,1977
1977-11-12,10.0,0,15.838023,11,winter_1977_1978,1977
1977-11-13,10.0,0,15.48241,11,winter_1977_1978,1977
1977-11-14,10.0,0,14.83192,11,winter_1977_1978,1977
1977-11-15,10.0,0,14.689678,11,winter_1977_1978,1977
1977-11-16,10.0,0,14.890319,11,winter_1977_1978,1977
1977-11-17,10.0,0,17.341772,11,winter_1977_1978,1977
1977-11-18,10.0,0,18.341171,11,winter_1977_1978,1977
1977-11-19,10.0,0,19.385565,11,winter_1977_1978,1977
1977-11-20,10.0,0,21.576359,11,winter_1977_1978,1977
1977-11-21,10.0,0,24.567797,11,winter_1977_1978,1977
1977-11-22,10.0,0,26.855768,11,winter_1977_1978,1977
1977-11-23,10.0,0,28.037094,11,winter_1977_1978,1977
1977-11-24,10.0,0,29.483036,11,winter_1977_1978,1977
1977-11-25,10.0,0,28.918839,11,winter_1977_1978,1977
1977-11-26,10.0,0,27.806065,11,winter_1977_1978,1977
1977-11-27,10.0,0,26.150614,11,winter_1977_1978,1977
1977-11-28,10.0,0,24.12246,11,winter_1977_1978,1977
1977-11-29,10.0,0,22.187109,11,winter_1977_1978,1977
1977-11-30,10.0,0,21.579517,11,winter_1977_1978,1977
1977-12-01,10.0,0,21.776865,12,winter_1977_1978,1977
1977-12-02,10.0,0,21.724556,12,winter_1977_1978,1977
1977-12-03,10.0,0,23.205273,12,winter_1977_1978,1977
1977-12-04,10.0,0,26.149248,12,winter_1977_1978,1977
1977-12-05,10.0,0,28.56398,12,winter_1977_1978,1977
1977-12-06,10.0,0,30.903698,12,winter_1977_1978,1977
1977-12-07,10.0,0,32.530693,12,winter_1977_1978,1977
1977-12-08,10.0,0,32.26135,12,winter_1977_1978,1977
1977-12-09,10.0,0,31.36734,12,winter_1977_1978,1977
1977-12-10,10.0,0,30.67512,12,winter_1977_1978,1977
1977-12-11,10.0,0,31.647718,12,winter_1977_1978,1977
1977-12-12,10.0,0,33.897,12,winter_1977_1978,1977
